metric_id,employee_id,work_hours_per_week,ai_tools_daily,deadline_pressure_score,job_change_intention
3348,3348,49,1,5.4,1
3349,3349,50,0,8.6,1
3350,3350,40,1,7.2,1
3351,3351,48,1,5.5,1
3352,3352,47,1,5.7,1
3353,3353,49,1,4.1,1
3354,3354,47,1,2.2,0
3355,3355,55,0,4.5,0
3356,3356,53,1,8.3,1
3357,3357,45,0,2.6,0
3358,3358,51,1,3.5,1
3359,3359,46,1,4.9,0
3360,3360,53,1,5.6,0
3361,3361,50,0,9,0
3362,3362,47,0,5.9,0
3363,3363,41,1,4.4,0
3364,3364,51,1,6.6,0
3365,3365,44,1,5.3,1
3366,3366,46,1,4.2,1
3367,3367,51,1,6.5,1
3368,3368,47,0,5.9,0
3369,3369,56,1,5.8,1
3370,3370,35,1,8.8,0
3371,3371,42,0,7.3,1
3372,3372,48,1,3.9,0
3373,3373,44,1,4.9,1
3374,3374,42,0,6.2,1
3375,3375,50,1,5.3,0
3376,3376,48,1,8,0
3377,3377,40,0,2.8,0
3378,3378,50,1,8.1,0
3379,3379,48,1,7.1,0
3380,3380,42,0,5,0
3381,3381,46,1,8,1
3382,3382,45,1,7,0
3383,3383,52,0,7,0
3384,3384,46,1,7.7,0
3385,3385,46,1,9,0
3386,3386,52,0,7.6,1
3387,3387,45,1,3.8,1
3388,3388,48,1,7.6,0
3389,3389,48,1,6.4,1
3390,3390,42,0,10,0
3391,3391,50,1,8.4,1
3392,3392,50,1,6.4,0
3393,3393,44,1,3.9,0
3394,3394,54,1,3.2,0
3395,3395,53,1,7.4,0
3396,3396,48,1,5.5,1
3397,3397,43,0,4.5,0
3398,3398,51,0,8,0
3399,3399,48,1,7.1,1
3400,3400,47,1,3.8,1
3401,3401,47,1,4.5,0
3402,3402,42,1,7.5,0
3403,3403,47,0,6.1,0
3404,3404,49,1,5.8,1
3405,3405,47,1,3.6,0
3406,3406,42,1,1.1,0
3407,3407,48,1,5,1
3408,3408,49,1,3.2,0
3409,3409,45,0,6.3,0
3410,3410,48,1,7.9,1
3411,3411,37,1,6.8,0
3412,3412,57,1,9.9,1
3413,3413,50,1,4.3,0
3414,3414,53,1,6.7,0
3415,3415,45,1,9.2,0
3416,3416,42,0,7.7,1
3417,3417,61,0,8.2,0
3418,3418,40,0,8.8,0
3419,3419,45,1,4.9,0
3420,3420,42,0,5.7,0
3421,3421,48,1,6.7,1
3422,3422,48,0,7,1
3423,3423,44,1,8.7,0
3424,3424,40,1,6.3,0
3425,3425,49,1,6.7,0
3426,3426,51,1,6.7,0
3427,3427,50,0,9.2,1
3428,3428,54,1,5.2,1
3429,3429,56,1,4.5,0
3430,3430,46,1,5.3,0
3431,3431,41,1,7.8,0
3432,3432,51,0,7.2,0
3433,3433,52,0,4.4,0
3434,3434,38,1,7.2,1
3435,3435,60,1,5.1,1
3436,3436,45,0,4.8,0
3437,3437,55,1,5.7,1
3438,3438,48,1,8.3,0
3439,3439,47,1,5.1,0
3440,3440,50,0,6.7,0
3441,3441,49,0,7,1
3442,3442,48,1,4.4,0
3443,3443,48,1,7.2,1
3444,3444,45,1,5.9,0
3445,3445,51,1,7.8,1
3446,3446,50,0,2.6,0
3447,3447,49,1,5.8,1
3448,3448,47,0,10,0
3449,3449,51,1,3.9,0
3450,3450,46,1,7.8,0
3451,3451,43,1,3.5,1
3452,3452,42,0,5.7,0
3453,3453,45,1,4.6,1
3454,3454,41,1,7.1,0
3455,3455,43,1,4.5,1
3456,3456,54,1,7.3,1
3457,3457,52,1,8.9,0
3458,3458,46,1,4,1
3459,3459,52,0,5.1,0
3460,3460,53,1,7.4,0
3461,3461,42,1,6.2,0
3462,3462,46,1,6.6,0
3463,3463,40,1,6.7,1
3464,3464,49,1,5.7,0
3465,3465,41,1,6.7,0
3466,3466,50,1,9.9,1
3467,3467,43,1,2.4,0
3468,3468,43,0,7.3,1
3469,3469,53,1,5.5,0
3470,3470,48,1,5.5,0
3471,3471,43,1,7.8,0
3472,3472,43,1,8.3,1
3473,3473,45,1,7.7,0
3474,3474,46,1,3,1
3475,3475,45,0,8,0
3476,3476,47,1,6.1,0
3477,3477,47,1,9.6,1
3478,3478,40,1,6.9,0
3479,3479,45,1,4.2,0
3480,3480,48,1,5.1,0
3481,3481,48,1,5.4,0
3482,3482,52,1,8.1,0
3483,3483,45,1,6.4,1
3484,3484,50,0,6.8,0
3485,3485,50,0,7.7,0
3486,3486,43,1,6.4,0
3487,3487,48,1,7.7,1
3488,3488,48,1,5.6,0
3489,3489,55,1,7.6,0
3490,3490,53,1,6.5,1
3491,3491,46,1,6.9,1
3492,3492,53,0,5,0
3493,3493,56,1,4.1,0
3494,3494,61,1,3.8,0
3495,3495,45,0,8.9,0
3496,3496,51,0,6.2,0
3497,3497,51,1,9.4,0
3498,3498,48,1,8.8,0
3499,3499,44,1,9.5,0
3500,3500,40,1,9.6,0
3501,3501,48,1,8.1,1
3502,3502,46,1,6.7,0
3503,3503,51,0,5.5,0
3504,3504,48,1,4.9,1
3505,3505,41,1,7.5,1
3506,3506,56,1,10,1
3507,3507,50,1,4.5,0
3508,3508,38,1,6.8,0
3509,3509,50,0,6.5,0
3510,3510,45,1,4.9,0
3511,3511,57,1,7.7,0
3512,3512,52,0,4.8,0
3513,3513,50,0,6.3,1
3514,3514,57,1,6.6,0
3515,3515,57,1,2.4,0
3516,3516,37,1,3.9,0
3517,3517,49,1,6.8,0
3518,3518,43,0,5.2,0
3519,3519,50,1,4.5,0
3520,3520,42,0,9.1,0
3521,3521,44,1,6.6,1
3522,3522,47,1,6.3,0
3523,3523,47,1,8.7,1
3524,3524,49,0,4.2,0
3525,3525,57,1,6.5,0
3526,3526,46,1,6.8,1
3527,3527,38,1,7.9,0
3528,3528,47,1,5.3,0
3529,3529,48,1,6.5,1
3530,3530,46,0,8.6,1
3531,3531,45,1,4.9,1
3532,3532,46,1,5.7,0
3533,3533,44,1,4.4,0
3534,3534,50,0,5.4,1
3535,3535,52,1,4.7,0
3536,3536,56,0,7,0
3537,3537,53,1,6,0
3538,3538,53,0,9.3,1
3539,3539,41,0,6.1,0
3540,3540,44,1,5.4,1
3541,3541,48,1,4.9,0
3542,3542,48,0,7.4,1
3543,3543,45,0,8.4,1
3544,3544,49,0,8.9,0
3545,3545,40,1,5.5,0
3546,3546,42,0,5.7,0
3547,3547,51,0,7.3,0
3548,3548,51,1,3.2,0
3549,3549,44,0,5.6,0
3550,3550,45,1,6.3,0
3551,3551,47,1,6,1
3552,3552,49,0,7.8,1
3553,3553,47,1,8.7,0
3554,3554,41,1,3.7,0
3555,3555,46,1,6.1,1
3556,3556,50,1,4.1,1
3557,3557,56,0,7.2,1
3558,3558,49,0,8,1
3559,3559,38,0,6.8,0
3560,3560,55,1,8.1,1
3561,3561,48,1,8.6,1
3562,3562,43,1,6.5,0
3563,3563,45,1,8.1,0
3564,3564,49,1,7.4,0
3565,3565,46,1,8.2,0
3566,3566,54,1,4.3,0
3567,3567,49,1,4.6,0
3568,3568,49,1,5.6,0
3569,3569,56,1,3.9,0
3570,3570,54,1,6.6,0
3571,3571,54,1,8.9,0
3572,3572,59,1,4.8,0
3573,3573,38,1,8,0
3574,3574,42,0,2.7,0
3575,3575,48,1,5.1,0
3576,3576,43,0,5.4,0
3577,3577,46,0,4.4,1
3578,3578,48,1,7.6,0
3579,3579,49,1,5.8,1
3580,3580,44,0,5,1
3581,3581,41,1,3,0
3582,3582,48,1,7.3,1
3583,3583,50,0,10,0
3584,3584,51,1,7.3,1
3585,3585,42,1,2.6,1
3586,3586,38,1,4.9,0
3587,3587,50,0,7.8,0
3588,3588,46,1,6.8,0
3589,3589,45,1,8,0
3590,3590,53,1,8.7,1
3591,3591,53,1,5.7,0
3592,3592,42,1,8,0
3593,3593,57,1,2.8,1
3594,3594,42,1,7.7,1
3595,3595,56,1,5.4,0
3596,3596,39,0,6.5,0
3597,3597,46,1,6,0
3598,3598,54,1,4,0
3599,3599,46,1,6.5,0
3600,3600,47,1,4,0
3601,3601,51,1,3.1,1
3602,3602,45,1,6.2,0
3603,3603,49,1,7.7,1
3604,3604,42,1,6.5,0
3605,3605,46,0,7,0
3606,3606,45,1,8,1
3607,3607,53,0,3.1,1
3608,3608,49,0,6.3,0
3609,3609,52,0,8.8,1
3610,3610,43,1,5,0
3611,3611,36,1,6.9,1
3612,3612,44,1,6.9,0
3613,3613,50,1,3.2,0
3614,3614,43,1,6.9,1
3615,3615,54,1,8.8,0
3616,3616,49,1,7.9,0
3617,3617,38,1,5.3,0
3618,3618,49,0,7.9,1
3619,3619,54,1,5.6,1
3620,3620,42,1,7.1,0
3621,3621,40,1,2.6,0
3622,3622,59,1,4.9,0
3623,3623,49,1,8,0
3624,3624,37,1,10,0
3625,3625,44,0,4.8,0
3626,3626,52,0,5.2,0
3627,3627,55,1,5.5,1
3628,3628,53,1,4.5,0
3629,3629,50,1,6.1,0
3630,3630,51,1,3.6,1
3631,3631,44,1,7.5,0
3632,3632,47,1,8.7,0
3633,3633,35,0,7.1,0
3634,3634,47,1,4.7,0
3635,3635,52,0,6.1,1
3636,3636,49,0,5.2,0
3637,3637,46,1,9.6,0
3638,3638,41,1,6.1,0
3639,3639,55,1,2.8,0
3640,3640,47,1,6.2,1
3641,3641,49,1,6.9,1
3642,3642,49,1,9.3,1
3643,3643,48,1,6.6,0
3644,3644,50,1,4.2,0
3645,3645,51,1,2.5,1
3646,3646,49,1,5.4,0
3647,3647,53,1,7,0
3648,3648,46,1,5.5,0
3649,3649,51,1,8.5,1
3650,3650,40,1,6.6,1
3651,3651,51,1,7.1,0
3652,3652,43,1,6.6,0
3653,3653,48,1,6.3,0
3654,3654,51,1,5.6,0
3655,3655,52,0,7.2,0
3656,3656,44,1,7.2,0
3657,3657,47,0,6.8,0
3658,3658,45,1,7.2,0
3659,3659,52,1,6.3,0
3660,3660,40,1,6.9,0
3661,3661,56,1,2.2,1
3662,3662,41,1,6.9,0
3663,3663,53,1,7,0
3664,3664,47,1,8.5,0
3665,3665,39,1,5,1
3666,3666,44,1,3.7,0
3667,3667,50,1,5.9,1
3668,3668,44,1,3.3,0
3669,3669,44,1,6.7,0
3670,3670,47,1,6,1
3671,3671,35,0,7,1
3672,3672,49,1,5.9,0
3673,3673,48,1,7.7,0
3674,3674,52,1,4.9,1
3675,3675,48,0,8.7,1
3676,3676,39,1,5.2,0
3677,3677,43,0,4.7,0
3678,3678,47,1,9,0
3679,3679,48,1,7.5,1
3680,3680,45,1,5.7,1
3681,3681,46,1,6.7,0
3682,3682,50,1,6,0
3683,3683,48,1,7,0
3684,3684,54,1,3.8,0
3685,3685,52,1,7.6,0
3686,3686,55,0,7.8,1
3687,3687,40,1,7.9,0
3688,3688,55,1,9.2,0
3689,3689,56,0,7.3,0
3690,3690,43,0,9.2,1
3691,3691,52,1,5,0
3692,3692,54,1,7.5,1
3693,3693,49,1,6.1,0
3694,3694,47,1,7.2,1
3695,3695,60,1,8.5,1
3696,3696,51,0,8.1,0
3697,3697,54,0,9.8,0
3698,3698,43,1,8.1,0
3699,3699,50,1,7.6,0
3700,3700,43,1,3.6,0
3701,3701,47,0,2.3,0
3702,3702,46,1,4.4,0
3703,3703,51,1,6.8,0
3704,3704,50,0,4.6,0
3705,3705,50,1,5.3,1
3706,3706,45,1,8.5,0
3707,3707,44,1,6.3,0
3708,3708,40,0,6.5,0
3709,3709,39,0,6.4,0
3710,3710,38,0,6.1,0
3711,3711,45,0,2.4,0
3712,3712,50,1,5,1
3713,3713,43,0,8.2,0
3714,3714,52,1,5.1,1
3715,3715,39,1,8.4,0
3716,3716,44,0,6.2,0
3717,3717,52,0,6,1
3718,3718,47,1,7.2,0
3719,3719,52,1,8.1,0
3720,3720,49,1,5.8,0
3721,3721,52,1,8,1
3722,3722,46,1,6.6,1
3723,3723,43,1,9.1,1
3724,3724,43,1,6.1,1
3725,3725,49,0,5.7,1
3726,3726,48,1,5.6,0
3727,3727,44,0,9.6,0
3728,3728,56,1,9.1,1
3729,3729,41,1,7.9,0
3730,3730,43,1,8.1,0
3731,3731,42,1,8.2,0
3732,3732,46,1,4.1,0
3733,3733,44,1,8.7,1
3734,3734,42,0,8.3,1
3735,3735,44,1,5.7,0
3736,3736,54,0,6,0
3737,3737,47,1,9.2,1
3738,3738,48,0,7.1,0
3739,3739,39,1,3.4,0
3740,3740,48,0,5.3,0
3741,3741,40,1,6.7,0
3742,3742,49,1,4.3,1
3743,3743,54,1,7.9,0
3744,3744,39,0,8.3,0
3745,3745,46,1,5.6,1
3746,3746,51,1,5.1,0
3747,3747,49,0,4.1,0
3748,3748,47,1,6.9,0
3749,3749,41,1,7.2,0
3750,3750,43,1,3.6,1
3751,3751,35,1,7.2,0
3752,3752,40,1,5.3,0
3753,3753,45,0,8.8,0
3754,3754,50,0,5.6,0
3755,3755,47,1,3.6,1
3756,3756,44,1,5.3,0
3757,3757,49,0,3.6,0
3758,3758,49,1,4.1,0
3759,3759,43,1,4.3,1
3760,3760,44,1,4.3,0
3761,3761,46,1,8,0
3762,3762,48,1,4.9,0
3763,3763,52,1,4.9,1
3764,3764,47,1,6,0
3765,3765,45,0,7.4,1
3766,3766,42,0,10,0
3767,3767,48,1,5.5,0
3768,3768,47,1,6.2,0
3769,3769,43,1,6.1,0
3770,3770,47,1,4.9,0
3771,3771,44,1,5.6,0
3772,3772,38,1,5.3,0
3773,3773,46,1,5,0
3774,3774,56,1,6,0
3775,3775,54,1,7.6,1
3776,3776,50,1,8.8,0
3777,3777,50,1,8.9,0
3778,3778,50,1,7.2,0
3779,3779,50,1,7.6,1
3780,3780,42,1,7.8,1
3781,3781,57,1,4.9,0
3782,3782,42,1,4.3,0
3783,3783,38,1,4.5,0
3784,3784,45,1,4.8,0
3785,3785,49,1,7.9,1
3786,3786,50,1,7.5,0
3787,3787,40,1,5.5,0
3788,3788,48,1,4.7,0
3789,3789,55,1,7.9,0
3790,3790,39,1,6.6,0
3791,3791,37,1,6.3,0
3792,3792,52,1,9.8,1
3793,3793,42,0,5.9,0
3794,3794,50,0,6.3,0
3795,3795,48,0,7,1
3796,3796,44,0,5,0
3797,3797,45,1,5.1,0
3798,3798,50,1,10,1
3799,3799,36,1,6.1,0
3800,3800,45,1,2.4,1
3801,3801,44,1,8.2,1
3802,3802,46,1,5.8,1
3803,3803,43,0,5.3,0
3804,3804,44,1,3.6,1
3805,3805,42,0,6.6,0
3806,3806,45,0,8.2,0
3807,3807,51,1,6.6,0
3808,3808,46,0,4.2,0
3809,3809,44,1,6.5,0
3810,3810,49,1,6.8,0
3811,3811,44,1,6.9,0
3812,3812,46,1,9.2,0
3813,3813,53,0,3.2,1
3814,3814,54,0,6.5,0
3815,3815,58,1,5.6,0
3816,3816,43,1,4.4,1
3817,3817,47,1,7.4,0
3818,3818,44,1,7,0
3819,3819,47,1,6.7,0
3820,3820,46,1,5.5,0
3821,3821,42,1,6.7,1
3822,3822,47,1,5.8,1
3823,3823,42,0,7.3,1
3824,3824,38,1,7.4,1
3825,3825,48,0,6.9,1
3826,3826,46,0,6.3,0
3827,3827,54,1,1.8,0
3828,3828,49,1,9.7,0
3829,3829,41,1,5.4,0
3830,3830,41,0,8.5,0
3831,3831,51,0,5.7,1
3832,3832,48,0,4.5,1
3833,3833,50,1,3.8,1
3834,3834,49,1,5.2,1
3835,3835,44,1,5.7,0
3836,3836,44,0,6.9,0
3837,3837,55,1,5.7,0
3838,3838,43,1,10,0
3839,3839,59,0,3.4,1
3840,3840,50,1,9.3,0
3841,3841,55,0,8.8,1
3842,3842,46,0,4,0
3843,3843,45,1,5.4,0
3844,3844,44,0,8.5,1
3845,3845,52,1,4,1
3846,3846,60,1,3.4,0
3847,3847,44,1,10,0
3848,3848,46,1,6.9,0
3849,3849,38,0,9.6,0
3850,3850,40,1,6.1,0
3851,3851,42,1,7.6,0
3852,3852,41,0,3.2,0
3853,3853,42,0,6.8,1
3854,3854,51,0,7.2,0
3855,3855,44,0,7.7,0
3856,3856,43,1,7.8,0
3857,3857,50,0,4,1
3858,3858,58,1,7.3,1
3859,3859,47,1,5.2,0
3860,3860,48,0,4.6,0
3861,3861,52,1,7.4,0
3862,3862,48,0,7.5,0
3863,3863,45,1,10,1
3864,3864,52,0,8.3,0
3865,3865,41,1,1.9,0
3866,3866,46,1,7.8,0
3867,3867,53,0,6.5,1
3868,3868,50,0,5.5,0
3869,3869,56,1,8.9,0
3870,3870,46,1,6.1,0
3871,3871,46,1,2.2,0
3872,3872,50,1,7,0
3873,3873,46,0,7.7,1
3874,3874,56,1,7.4,0
3875,3875,45,0,6.6,1
3876,3876,43,0,6.5,0
3877,3877,55,0,7,1
3878,3878,44,1,6.1,0
3879,3879,56,1,5.3,0
3880,3880,44,1,9.3,1
3881,3881,48,1,6.8,0
3882,3882,43,0,9.1,0
3883,3883,51,1,6.4,0
3884,3884,51,1,8.1,1
3885,3885,46,0,8.8,0
3886,3886,46,0,6.4,0
3887,3887,46,0,2.7,0
3888,3888,54,0,7.6,1
3889,3889,35,1,4.6,0
3890,3890,43,0,4.9,0
3891,3891,40,0,8.4,0
3892,3892,44,1,6.4,0
3893,3893,50,1,7.5,0
3894,3894,51,0,4.2,1
3895,3895,46,1,8.9,0
3896,3896,48,1,9.3,1
3897,3897,50,1,2.9,1
3898,3898,46,1,7.7,0
3899,3899,45,1,8.8,1
3900,3900,46,0,6.3,1
3901,3901,43,1,4.7,0
3902,3902,46,1,5.8,0
3903,3903,46,1,6.3,0
3904,3904,48,0,8.3,0
3905,3905,42,1,8.9,0
3906,3906,51,1,9.4,0
3907,3907,43,1,5.7,0
3908,3908,39,1,4.6,0
3909,3909,47,0,8,0
3910,3910,43,1,4.7,0
3911,3911,47,1,6.2,0
3912,3912,49,1,3.2,0
3913,3913,37,1,7.1,0
3914,3914,43,1,6.2,0
3915,3915,55,0,8.1,1
3916,3916,50,1,7.7,0
3917,3917,44,1,6.7,0
3918,3918,56,1,6.7,1
3919,3919,53,1,5.4,0
3920,3920,57,1,7,0
3921,3921,50,1,6.2,0
3922,3922,50,1,3.2,1
3923,3923,46,1,5.5,0
3924,3924,42,1,7.3,0
3925,3925,54,0,4.5,1
3926,3926,54,1,3.6,1
3927,3927,48,1,3.9,0
3928,3928,48,0,9.5,1
3929,3929,49,1,9.4,0
3930,3930,49,1,2.7,0
3931,3931,46,1,5.4,0
3932,3932,41,1,6.6,1
3933,3933,38,1,6.4,0
3934,3934,49,0,6.1,0
3935,3935,46,1,7.5,1
3936,3936,42,1,6.4,1
3937,3937,59,1,3,0
3938,3938,46,1,9.6,0
3939,3939,50,0,5.9,0
3940,3940,46,1,5.4,0
3941,3941,51,1,9,0
3942,3942,51,1,6.4,0
3943,3943,46,1,6,1
3944,3944,44,1,1.8,0
3945,3945,47,0,8.4,0
3946,3946,48,1,3.2,0
3947,3947,51,1,6.1,1
3948,3948,52,1,7.1,0
3949,3949,43,0,4.9,1
3950,3950,38,1,4.9,0
3951,3951,50,1,9.2,0
3952,3952,38,1,5.8,0
3953,3953,52,1,8,0
3954,3954,53,1,6.4,0
3955,3955,41,1,4.7,0
3956,3956,50,0,5.5,0
3957,3957,44,0,7.4,0
3958,3958,50,1,7.1,0
3959,3959,45,1,8.3,0
3960,3960,46,1,4.4,0
3961,3961,42,1,9.4,0
3962,3962,46,1,6.3,0
3963,3963,45,1,8.4,0
3964,3964,53,0,3.8,0
3965,3965,47,1,8.2,1
3966,3966,43,0,6.4,1
3967,3967,47,1,5.5,0
3968,3968,51,1,8.7,0
3969,3969,48,1,5.8,0
3970,3970,59,1,5.3,1
3971,3971,45,1,9.9,0
3972,3972,45,1,5.7,0
3973,3973,44,1,5.5,1
3974,3974,44,1,8,0
3975,3975,54,1,3.9,0
3976,3976,44,1,7.6,0
3977,3977,49,1,6.3,0
3978,3978,42,0,7.7,0
3979,3979,47,1,4.3,0
3980,3980,42,1,4.9,0
3981,3981,43,0,8.2,0
3982,3982,45,1,8,0
3983,3983,47,1,10,0
3984,3984,47,1,7.7,0
3985,3985,51,1,4.3,0
3986,3986,50,1,9.3,0
3987,3987,53,1,4.2,0
3988,3988,45,1,6.7,0
3989,3989,46,1,7.1,0
3990,3990,36,0,7.9,0
3991,3991,50,1,5.2,0
3992,3992,40,0,6.8,0
3993,3993,50,1,3.7,0
3994,3994,51,1,9.4,1
3995,3995,44,1,5.2,0
3996,3996,43,1,10,0
3997,3997,47,1,8.5,0
3998,3998,41,1,6.8,0
3999,3999,43,1,3.7,0
4000,4000,50,1,8.5,1
4001,4001,54,0,6.5,0
4002,4002,40,1,4.3,0
4003,4003,48,1,8.9,0
4004,4004,45,1,4.3,0
4005,4005,46,1,1.2,1
4006,4006,49,1,9.5,0
4007,4007,44,0,6.3,0
4008,4008,43,0,7.4,0
4009,4009,45,1,5,1
4010,4010,42,0,6.9,0
4011,4011,53,1,8.8,0
4012,4012,47,1,5.2,0
4013,4013,45,1,7,1
4014,4014,53,1,5.4,1
4015,4015,46,1,5.4,0
4016,4016,45,1,10,0
4017,4017,49,0,4.9,0
4018,4018,39,0,7.5,0
4019,4019,49,1,7.7,1
4020,4020,48,1,6.1,0
4021,4021,49,0,6.1,0
4022,4022,43,1,7.7,1
4023,4023,43,0,6.3,0
4024,4024,55,1,4.2,1
4025,4025,50,0,9.7,0
4026,4026,43,1,7.8,1
4027,4027,53,1,4.6,0
4028,4028,43,0,5.5,0
4029,4029,49,1,8.8,1
4030,4030,48,1,8.9,0
4031,4031,47,0,8.1,0
4032,4032,48,1,6.6,0
4033,4033,46,1,7.6,0
4034,4034,39,1,5,0
4035,4035,49,1,7.7,0
4036,4036,42,1,5.7,0
4037,4037,49,1,5.8,1
4038,4038,51,1,8.5,0
4039,4039,37,0,8.9,0
4040,4040,45,1,6.1,0
4041,4041,51,1,5.9,1
4042,4042,41,1,9.1,0
4043,4043,51,1,8.2,0
4044,4044,50,1,6,0
4045,4045,49,1,4.7,1
4046,4046,47,1,6,1
4047,4047,58,1,8.2,0
4048,4048,53,1,4.8,0
4049,4049,41,1,4.9,0
4050,4050,52,1,8,1
4051,4051,57,1,6.1,0
4052,4052,45,0,7.2,1
4053,4053,42,1,6.5,0
4054,4054,48,1,6.2,0
4055,4055,51,1,5.3,0
4056,4056,52,1,3.9,0
4057,4057,51,1,6.9,0
4058,4058,51,1,6.3,0
4059,4059,50,1,7,1
4060,4060,55,1,5.9,0
4061,4061,42,1,5.6,0
4062,4062,45,1,3.9,0
4063,4063,39,0,5.2,1
4064,4064,49,0,7.8,0
4065,4065,41,1,8.3,0
4066,4066,47,1,6.1,1
4067,4067,55,1,7.4,1
4068,4068,52,1,6.7,0
4069,4069,56,1,6.2,1
4070,4070,44,1,3.5,0
4071,4071,45,1,10,1
4072,4072,40,1,7.5,0
4073,4073,49,1,6.5,1
4074,4074,43,1,5.8,0
4075,4075,47,1,3.5,1
4076,4076,57,1,4.9,1
4077,4077,42,1,5.2,0
4078,4078,47,0,7.1,0
4079,4079,55,0,4.1,1
4080,4080,44,1,2.9,0
4081,4081,39,0,6.7,0
4082,4082,40,1,6.5,0
4083,4083,47,1,6.9,0
4084,4084,45,1,6.6,0
4085,4085,47,1,7.5,0
4086,4086,40,1,9.1,0
4087,4087,58,0,6,0
4088,4088,46,1,7.2,0
4089,4089,62,1,4.1,1
4090,4090,43,1,5.7,0
4091,4091,41,1,6.6,0
4092,4092,45,1,7,1
4093,4093,54,0,6.3,0
4094,4094,55,1,8.3,1
4095,4095,51,0,6,0
4096,4096,43,1,8.3,0
4097,4097,35,1,7,0
4098,4098,49,1,6.5,0
4099,4099,43,1,8.3,1
4100,4100,48,0,4.5,0
4101,4101,40,1,9,1
4102,4102,45,0,10,1
4103,4103,53,1,9.2,1
4104,4104,50,0,8.7,0
4105,4105,42,1,7.2,0
4106,4106,46,1,7.1,1
4107,4107,49,1,8.4,0
4108,4108,49,1,1.6,1
4109,4109,46,1,9.2,1
4110,4110,42,1,5.7,0
4111,4111,44,0,5,0
4112,4112,45,1,5.3,0
4113,4113,48,1,3.2,1
4114,4114,38,1,7.6,1
4115,4115,59,1,7.4,0
4116,4116,56,1,7.6,0
4117,4117,49,0,6.6,0
4118,4118,49,1,5.3,0
4119,4119,50,1,5.5,1
4120,4120,50,0,4.6,0
4121,4121,42,1,8.2,1
4122,4122,41,1,4.6,0
4123,4123,43,1,7.7,0
4124,4124,61,1,8,1
4125,4125,47,1,6.3,0
4126,4126,46,1,7.8,1
4127,4127,46,1,7,0
4128,4128,42,1,8.6,0
4129,4129,54,1,5.4,0
4130,4130,46,1,6.2,0
4131,4131,43,0,6.7,0
4132,4132,40,1,8.1,0
4133,4133,40,0,7.3,0
4134,4134,42,1,6.1,0
4135,4135,55,1,5.8,0
4136,4136,53,1,5.6,1
4137,4137,42,1,6.6,0
4138,4138,46,1,3.2,1
4139,4139,42,0,6.4,0
4140,4140,46,1,3.4,0
4141,4141,41,1,6.6,0
4142,4142,45,1,6.2,0
4143,4143,47,1,5.9,0
4144,4144,42,1,8.1,0
4145,4145,50,1,7.4,1
4146,4146,45,1,8.4,1
4147,4147,52,0,5.1,0
4148,4148,42,1,7.2,0
4149,4149,51,1,7.1,0
4150,4150,44,0,6.4,1
4151,4151,44,1,6.2,1
4152,4152,47,0,3.5,1
4153,4153,53,0,8.5,0
4154,4154,39,1,9.4,0
4155,4155,41,0,7,0
4156,4156,41,1,9.6,0
4157,4157,44,1,7.4,1
4158,4158,50,1,6.8,0
4159,4159,46,0,4.4,0
4160,4160,44,1,8.7,0
4161,4161,41,1,4.5,0
4162,4162,40,0,7.3,0
4163,4163,49,0,3.8,0
4164,4164,47,0,6,1
4165,4165,40,1,5.4,0
4166,4166,47,1,5.7,0
4167,4167,51,0,6.4,0
4168,4168,45,0,9.3,0
4169,4169,53,1,7.2,1
4170,4170,48,1,5.9,0
4171,4171,47,1,6.6,1
4172,4172,51,1,4.7,1
4173,4173,50,1,8.5,1
4174,4174,45,0,8.4,0
4175,4175,41,1,6.6,1
4176,4176,52,1,6.1,0
4177,4177,69,1,10,0
4178,4178,45,1,3.9,0
4179,4179,41,0,5.7,0
4180,4180,44,1,5.1,0
4181,4181,40,1,4.6,1
4182,4182,50,1,6,0
4183,4183,50,1,8.8,0
4184,4184,36,0,7.1,1
4185,4185,50,1,4.3,1
4186,4186,48,0,4.3,0
4187,4187,49,1,7.2,1
4188,4188,46,1,6.6,0
4189,4189,45,1,7.1,1
4190,4190,43,1,7.2,0
4191,4191,40,1,4,1
4192,4192,55,1,6.8,0
4193,4193,48,1,9.4,0
4194,4194,42,0,10,0
4195,4195,42,0,7.7,0
4196,4196,49,1,6.7,0
4197,4197,51,1,8.2,0
4198,4198,47,1,6.3,0
4199,4199,43,1,7.7,0
4200,4200,55,0,4.1,1
4201,4201,54,1,5.3,1
4202,4202,48,0,2.7,0
4203,4203,46,1,6.8,0
4204,4204,41,0,4.9,0
4205,4205,47,1,7.2,0
4206,4206,51,0,5.8,0
4207,4207,49,1,6.1,1
4208,4208,55,1,5,1
4209,4209,49,0,3,0
4210,4210,49,1,6.7,0
4211,4211,43,0,9.9,0
4212,4212,41,1,5.9,0
4213,4213,49,1,5.2,0
4214,4214,55,1,7.7,1
4215,4215,57,1,8.5,0
4216,4216,48,1,8,0
4217,4217,50,0,10,1
4218,4218,45,0,6.6,0
4219,4219,50,1,9.2,1
4220,4220,51,0,3.7,0
4221,4221,44,1,7.9,1
4222,4222,47,1,6.3,0
4223,4223,58,1,8.7,0
4224,4224,49,1,7.9,1
4225,4225,51,1,6.3,0
4226,4226,55,1,4.6,0
4227,4227,52,1,7.1,0
4228,4228,47,1,8.1,1
4229,4229,45,0,7.1,0
4230,4230,54,1,7.2,1
4231,4231,54,0,5.3,0
4232,4232,49,0,3.9,0
