job_profiles_id,employee_id,job_role,seniority_level,years_experience,work_mode,salary_usd
12782,12782,Full Stack Developer,Manager,12,Hybrid,55567
12783,12783,Software Engineer,Manager,25,Remote,151043
12784,12784,Full Stack Developer,Manager,7,Hybrid,114145
12785,12785,Software Engineer,Mid,0,Hybrid,70222
12786,12786,Product Manager,Senior,2,On-site,140730
12787,12787,Cloud Engineer,Junior,17,Remote,47738
12788,12788,Cloud Engineer,Junior,4,Hybrid,59239
12789,12789,Software Engineer,Senior,11,Hybrid,40000
12790,12790,Cloud Engineer,Junior,6,Remote,40000
12791,12791,Data Scientist,Principal,8,Hybrid,117140
12792,12792,Cloud Engineer,Junior,4,Remote,68989
12793,12793,Software Engineer,Mid,12,Hybrid,68848
12794,12794,Software Engineer,Mid,9,Hybrid,68279
12795,12795,Frontend Developer,Lead,13,On-site,137727
12796,12796,Software Engineer,Manager,9,Hybrid,40000
12797,12797,Software Engineer,Lead,6,Remote,40000
12798,12798,Cloud Engineer,Lead,0,Remote,181288
12799,12799,Product Manager,Manager,0,On-site,98739
12800,12800,Software Engineer,Senior,25,Hybrid,117863
12801,12801,Frontend Developer,Senior,18,Hybrid,86908
12802,12802,Product Manager,Mid,16,Hybrid,82731
12803,12803,Data Scientist,Lead,3,Remote,110211
12804,12804,Frontend Developer,Senior,6,Hybrid,87738
12805,12805,Cloud Engineer,Principal,3,On-site,40000
12806,12806,Full Stack Developer,Senior,0,On-site,124514
12807,12807,Data Analyst,Senior,3,On-site,102916
12808,12808,ML Engineer,Senior,18,Hybrid,124555
12809,12809,Backend Developer,Lead,15,Hybrid,52513
12810,12810,ML Engineer,Senior,3,Hybrid,42098
12811,12811,Backend Developer,Senior,6,Hybrid,69048
12812,12812,DevOps Engineer,Junior,15,Remote,84345
12813,12813,Software Engineer,Principal,5,Remote,155327
12814,12814,Product Manager,Manager,12,Hybrid,172337
12815,12815,Software Engineer,Mid,13,Hybrid,99965
12816,12816,Software Engineer,Lead,12,On-site,155507
12817,12817,Full Stack Developer,Mid,11,On-site,72893
12818,12818,Full Stack Developer,Manager,3,Remote,41947
12819,12819,Software Engineer,Junior,4,Hybrid,66071
12820,12820,DevOps Engineer,Manager,0,Remote,165044
12821,12821,Software Engineer,Mid,0,Hybrid,62715
12822,12822,Cybersecurity Engineer,Manager,9,Hybrid,101735
12823,12823,Data Analyst,Manager,15,Hybrid,141193
12824,12824,Cloud Engineer,Mid,0,Remote,70429
12825,12825,Full Stack Developer,Mid,9,On-site,92406
12826,12826,ML Engineer,Mid,11,Remote,86860
12827,12827,Cloud Engineer,Senior,0,Hybrid,166796
12828,12828,Software Engineer,Junior,6,Remote,63274
12829,12829,Product Manager,Lead,18,On-site,90873
12830,12830,Software Engineer,Senior,13,Hybrid,99940
12831,12831,Full Stack Developer,Manager,0,On-site,143833
12832,12832,Backend Developer,Mid,12,On-site,76987
12833,12833,Full Stack Developer,Senior,3,Remote,40000
12834,12834,Software Engineer,Mid,15,Remote,111432
12835,12835,Software Engineer,Lead,4,Remote,118684
12836,12836,Software Engineer,Manager,9,On-site,126892
12837,12837,Cloud Engineer,Lead,6,On-site,137593
12838,12838,Cybersecurity Engineer,Senior,9,Remote,87623
12839,12839,Cybersecurity Engineer,Mid,5,Hybrid,40000
12840,12840,Software Engineer,Manager,7,Remote,162615
12841,12841,Frontend Developer,Junior,0,Hybrid,46571
12842,12842,Frontend Developer,Mid,10,Remote,55526
12843,12843,Software Engineer,Senior,13,Hybrid,121880
12844,12844,Software Engineer,Mid,0,Remote,75925
12845,12845,Frontend Developer,Senior,17,On-site,73259
12846,12846,ML Engineer,Junior,10,Hybrid,48035
12847,12847,Software Engineer,Mid,9,On-site,86200
12848,12848,Frontend Developer,Lead,14,Hybrid,76479
12849,12849,Software Engineer,Senior,12,On-site,89362
12850,12850,QA Engineer,Senior,17,Hybrid,104214
12851,12851,ML Engineer,Manager,8,Remote,130010
12852,12852,Cloud Engineer,Lead,15,Hybrid,133447
12853,12853,Backend Developer,Lead,8,On-site,98758
12854,12854,Frontend Developer,Mid,17,On-site,91204
12855,12855,QA Engineer,Senior,11,Hybrid,71160
12856,12856,Product Manager,Mid,18,Hybrid,79308
12857,12857,Software Engineer,Junior,16,Hybrid,46115
12858,12858,Software Engineer,Senior,5,Hybrid,86809
12859,12859,DevOps Engineer,Lead,5,On-site,42356
12860,12860,Cybersecurity Engineer,Mid,9,Remote,40000
12861,12861,Data Analyst,Lead,3,On-site,134346
12862,12862,ML Engineer,Senior,0,Remote,135715
12863,12863,Full Stack Developer,Senior,0,Remote,107666
12864,12864,Backend Developer,Junior,2,Hybrid,48585
12865,12865,Data Analyst,Lead,22,Hybrid,124750
12866,12866,Software Engineer,Senior,3,Remote,40000
12867,12867,Software Engineer,Mid,25,Hybrid,73586
12868,12868,Frontend Developer,Mid,10,Hybrid,57749
12869,12869,Software Engineer,Manager,10,Hybrid,43771
12870,12870,Data Analyst,Lead,0,Hybrid,43172
12871,12871,Software Engineer,Manager,7,On-site,83345
12872,12872,Backend Developer,Senior,21,Hybrid,72803
12873,12873,Product Manager,Lead,21,Hybrid,110531
12874,12874,Product Manager,Senior,12,Hybrid,143652
12875,12875,Data Analyst,Junior,0,Remote,40000
12876,12876,Product Manager,Manager,0,Hybrid,213022
12877,12877,Software Engineer,Senior,3,Remote,98287
12878,12878,Product Manager,Senior,18,On-site,40010
12879,12879,Software Engineer,Junior,20,Remote,72507
12880,12880,Software Engineer,Mid,9,Remote,89721
12881,12881,ML Engineer,Junior,6,Hybrid,62806
12882,12882,Data Scientist,Mid,22,Remote,68351
12883,12883,DevOps Engineer,Mid,2,Remote,121776
12884,12884,Full Stack Developer,Junior,10,Hybrid,40000
12885,12885,Data Scientist,Junior,13,Remote,75779
12886,12886,Data Scientist,Senior,5,Remote,76924
12887,12887,Frontend Developer,Senior,8,Hybrid,40000
12888,12888,DevOps Engineer,Mid,5,Hybrid,86663
12889,12889,Software Engineer,Mid,20,Remote,82235
12890,12890,QA Engineer,Junior,25,Hybrid,40000
12891,12891,Cybersecurity Engineer,Junior,10,Hybrid,54393
12892,12892,Data Scientist,Mid,6,On-site,76348
12893,12893,Frontend Developer,Manager,6,Hybrid,118375
12894,12894,Data Scientist,Junior,7,On-site,57337
12895,12895,Software Engineer,Principal,6,Hybrid,140345
12896,12896,Data Scientist,Mid,7,Remote,81564
12897,12897,ML Engineer,Mid,15,Hybrid,68156
12898,12898,Software Engineer,Manager,6,Hybrid,134906
12899,12899,ML Engineer,Senior,10,On-site,150987
12900,12900,Frontend Developer,Senior,7,Remote,75182
12901,12901,DevOps Engineer,Mid,11,Hybrid,108959
12902,12902,Data Analyst,Lead,7,On-site,85087
12903,12903,Product Manager,Mid,14,Hybrid,40000
12904,12904,Cloud Engineer,Junior,0,Remote,40000
12905,12905,Software Engineer,Senior,21,Remote,40000
12906,12906,DevOps Engineer,Mid,10,Hybrid,40000
12907,12907,Full Stack Developer,Mid,15,Hybrid,105037
12908,12908,Product Manager,Mid,14,Remote,74785
12909,12909,ML Engineer,Senior,5,Hybrid,94101
12910,12910,Backend Developer,Manager,6,Hybrid,148891
12911,12911,DevOps Engineer,Lead,4,Hybrid,130568
12912,12912,Software Engineer,Mid,7,Hybrid,95668
12913,12913,Data Scientist,Senior,13,Remote,110678
12914,12914,Cybersecurity Engineer,Lead,4,On-site,109886
12915,12915,Product Manager,Senior,14,On-site,44017
12916,12916,ML Engineer,Manager,0,Remote,138250
12917,12917,Frontend Developer,Lead,6,On-site,40000
12918,12918,Software Engineer,Mid,19,Hybrid,40000
12919,12919,ML Engineer,Senior,7,Hybrid,50163
12920,12920,Full Stack Developer,Senior,0,On-site,47756
12921,12921,Data Analyst,Principal,4,Hybrid,40000
12922,12922,Software Engineer,Lead,1,Remote,49371
12923,12923,Cybersecurity Engineer,Mid,3,Hybrid,81793
12924,12924,Data Analyst,Mid,16,Remote,55601
12925,12925,Software Engineer,Junior,3,On-site,64142
12926,12926,Software Engineer,Junior,6,On-site,60884
12927,12927,QA Engineer,Lead,0,Remote,40000
12928,12928,Full Stack Developer,Lead,0,Hybrid,139270
12929,12929,Software Engineer,Mid,16,Remote,104867
12930,12930,Product Manager,Lead,16,Hybrid,160535
12931,12931,Data Scientist,Lead,1,Remote,92098
12932,12932,DevOps Engineer,Mid,4,Remote,40000
12933,12933,Full Stack Developer,Manager,9,On-site,67504
12934,12934,Software Engineer,Junior,7,Hybrid,40000
12935,12935,Software Engineer,Lead,0,Hybrid,140336
12936,12936,DevOps Engineer,Mid,7,Hybrid,72063
12937,12937,Data Analyst,Mid,13,Hybrid,73791
12938,12938,Software Engineer,Lead,14,Hybrid,42494
12939,12939,Software Engineer,Junior,15,Hybrid,40000
12940,12940,Frontend Developer,Lead,0,On-site,40000
12941,12941,ML Engineer,Mid,7,Hybrid,40000
12942,12942,Software Engineer,Junior,9,Hybrid,49545
12943,12943,Data Scientist,Senior,9,Remote,99278
12944,12944,Data Analyst,Junior,8,Remote,40000
12945,12945,QA Engineer,Mid,3,Remote,40000
12946,12946,Cybersecurity Engineer,Manager,0,On-site,175924
12947,12947,Software Engineer,Manager,17,On-site,43533
12948,12948,Cybersecurity Engineer,Junior,10,Remote,70695
12949,12949,ML Engineer,Mid,0,On-site,104158
12950,12950,ML Engineer,Principal,12,Hybrid,56001
12951,12951,Cybersecurity Engineer,Senior,6,Remote,111148
12952,12952,Software Engineer,Mid,4,Remote,40000
12953,12953,Software Engineer,Lead,3,Hybrid,165984
12954,12954,Cybersecurity Engineer,Senior,13,Hybrid,40000
12955,12955,ML Engineer,Mid,3,Remote,40000
12956,12956,ML Engineer,Mid,0,On-site,88252
12957,12957,Software Engineer,Senior,18,Remote,85538
12958,12958,Frontend Developer,Manager,4,Hybrid,144553
12959,12959,Cybersecurity Engineer,Senior,6,Hybrid,139475
12960,12960,Frontend Developer,Mid,15,Hybrid,40000
12961,12961,ML Engineer,Mid,3,Remote,82001
12962,12962,Cloud Engineer,Junior,9,Hybrid,40000
12963,12963,Data Scientist,Mid,9,On-site,96576
12964,12964,Data Analyst,Senior,0,On-site,81740
12965,12965,Full Stack Developer,Principal,11,Hybrid,155982
12966,12966,Software Engineer,Manager,3,On-site,178473
12967,12967,ML Engineer,Mid,16,On-site,117836
12968,12968,Frontend Developer,Manager,14,On-site,152394
12969,12969,Software Engineer,Lead,11,Hybrid,142262
12970,12970,Backend Developer,Mid,1,Remote,83566
12971,12971,ML Engineer,Senior,9,On-site,120898
12972,12972,Data Scientist,Senior,0,Hybrid,149370
12973,12973,Frontend Developer,Mid,9,Remote,92692
12974,12974,Backend Developer,Mid,0,Hybrid,61491
12975,12975,Data Scientist,Mid,1,Remote,75266
12976,12976,Data Scientist,Senior,17,Remote,84921
12977,12977,Full Stack Developer,Junior,14,Hybrid,67434
12978,12978,QA Engineer,Lead,7,Hybrid,75318
12979,12979,Backend Developer,Manager,2,Hybrid,185111
12980,12980,Cybersecurity Engineer,Mid,0,Hybrid,97800
12981,12981,Data Scientist,Mid,10,Hybrid,81103
12982,12982,Product Manager,Manager,6,Hybrid,147874
12983,12983,Cloud Engineer,Manager,21,Hybrid,47024
12984,12984,ML Engineer,Junior,7,Hybrid,58195
12985,12985,Backend Developer,Mid,9,Hybrid,75284
12986,12986,ML Engineer,Senior,0,On-site,40000
12987,12987,Data Scientist,Manager,5,Hybrid,103683
12988,12988,ML Engineer,Lead,7,Hybrid,101488
12989,12989,ML Engineer,Senior,6,On-site,45984
12990,12990,Software Engineer,Senior,7,On-site,104808
12991,12991,Data Scientist,Manager,9,Hybrid,184725
12992,12992,Frontend Developer,Junior,20,Hybrid,40000
12993,12993,ML Engineer,Senior,8,Remote,102791
12994,12994,DevOps Engineer,Mid,17,Remote,40000
12995,12995,Data Scientist,Senior,17,Hybrid,155981
12996,12996,ML Engineer,Mid,18,Hybrid,138379
12997,12997,Frontend Developer,Junior,6,Hybrid,40000
12998,12998,Cloud Engineer,Senior,10,Remote,47901
12999,12999,Data Analyst,Lead,7,On-site,113821
13000,13000,Cybersecurity Engineer,Mid,13,Hybrid,76166
13001,13001,Product Manager,Senior,14,On-site,95825
13002,13002,DevOps Engineer,Senior,10,On-site,49229
13003,13003,Cybersecurity Engineer,Senior,15,On-site,83080
13004,13004,DevOps Engineer,Senior,4,Remote,139059
13005,13005,Frontend Developer,Mid,15,Hybrid,69287
13006,13006,ML Engineer,Junior,14,Hybrid,95717
13007,13007,Full Stack Developer,Mid,15,On-site,117173
13008,13008,Backend Developer,Lead,10,On-site,134028
13009,13009,Cloud Engineer,Senior,15,Hybrid,114245
13010,13010,Data Scientist,Principal,4,Remote,184628
13011,13011,Backend Developer,Mid,10,On-site,63423
13012,13012,Backend Developer,Manager,8,Hybrid,105770
13013,13013,ML Engineer,Mid,1,Hybrid,92606
13014,13014,ML Engineer,Mid,14,On-site,41790
13015,13015,Software Engineer,Senior,2,Hybrid,40000
13016,13016,Product Manager,Lead,6,On-site,158555
13017,13017,Data Scientist,Junior,8,Hybrid,72245
13018,13018,Software Engineer,Junior,5,Remote,63049
13019,13019,Data Scientist,Mid,10,On-site,84881
13020,13020,Backend Developer,Senior,10,Remote,152318
13021,13021,Data Scientist,Principal,5,Remote,120829
13022,13022,Full Stack Developer,Lead,14,Hybrid,48304
13023,13023,Data Analyst,Lead,3,Hybrid,88324
13024,13024,Data Scientist,Mid,25,Hybrid,40000
13025,13025,Data Scientist,Manager,6,Hybrid,112828
13026,13026,Full Stack Developer,Mid,0,On-site,40000
13027,13027,Product Manager,Senior,2,Remote,87846
13028,13028,Data Scientist,Junior,18,On-site,40000
13029,13029,ML Engineer,Mid,6,Hybrid,97769
13030,13030,ML Engineer,Mid,0,Hybrid,106434
13031,13031,Frontend Developer,Senior,15,Hybrid,40000
13032,13032,QA Engineer,Lead,5,Remote,100640
13033,13033,Backend Developer,Junior,13,Hybrid,62539
13034,13034,Software Engineer,Junior,15,Remote,55332
13035,13035,Software Engineer,Manager,12,Hybrid,152701
13036,13036,Data Scientist,Lead,25,On-site,105123
13037,13037,Frontend Developer,Junior,0,On-site,54455
13038,13038,Software Engineer,Principal,2,Remote,103323
13039,13039,Cloud Engineer,Senior,4,On-site,138153
13040,13040,Data Scientist,Mid,25,On-site,92176
13041,13041,DevOps Engineer,Junior,22,Remote,54899
13042,13042,Product Manager,Lead,21,Hybrid,189948
13043,13043,Backend Developer,Senior,2,Hybrid,143541
13044,13044,ML Engineer,Principal,3,Remote,225370
13045,13045,Backend Developer,Senior,2,Hybrid,50533
13046,13046,Software Engineer,Principal,2,On-site,45187
13047,13047,Backend Developer,Mid,21,Hybrid,58454
13048,13048,Data Analyst,Junior,7,On-site,40000
13049,13049,ML Engineer,Principal,8,Hybrid,86478
13050,13050,Software Engineer,Senior,15,On-site,107397
13051,13051,Data Analyst,Mid,0,Remote,76858
13052,13052,Data Analyst,Senior,10,Hybrid,91643
13053,13053,Full Stack Developer,Senior,2,Hybrid,128226
13054,13054,Backend Developer,Lead,10,On-site,43436
13055,13055,Cloud Engineer,Junior,8,Remote,74004
13056,13056,Full Stack Developer,Junior,7,On-site,55659
13057,13057,Product Manager,Manager,12,Remote,151543
13058,13058,Software Engineer,Junior,8,Remote,49411
13059,13059,Frontend Developer,Junior,8,Hybrid,40000
13060,13060,Software Engineer,Junior,14,On-site,62452
13061,13061,DevOps Engineer,Mid,4,Remote,40058
13062,13062,Software Engineer,Junior,16,Remote,40000
13063,13063,Data Scientist,Mid,10,Remote,110612
13064,13064,Software Engineer,Manager,4,Hybrid,44027
13065,13065,Product Manager,Senior,4,Hybrid,113015
13066,13066,Product Manager,Junior,5,On-site,86797
13067,13067,Full Stack Developer,Mid,23,On-site,84742
13068,13068,Data Analyst,Junior,8,Hybrid,56442
13069,13069,Full Stack Developer,Manager,2,On-site,40000
13070,13070,Data Scientist,Senior,14,Remote,40000
13071,13071,Frontend Developer,Mid,7,On-site,40000
13072,13072,Software Engineer,Mid,13,Remote,50282
13073,13073,Product Manager,Senior,6,On-site,102823
13074,13074,Backend Developer,Junior,19,Remote,56100
13075,13075,Backend Developer,Manager,3,Remote,157321
13076,13076,Product Manager,Senior,17,On-site,143086
13077,13077,Backend Developer,Lead,1,Hybrid,40000
13078,13078,Data Scientist,Senior,7,Remote,148096
13079,13079,Data Scientist,Principal,18,On-site,106202
13080,13080,ML Engineer,Lead,10,Remote,135923
13081,13081,Product Manager,Lead,24,Hybrid,111002
13082,13082,ML Engineer,Senior,8,Hybrid,105138
13083,13083,Product Manager,Junior,8,Hybrid,85373
13084,13084,Software Engineer,Principal,20,Remote,159447
13085,13085,Product Manager,Junior,0,Remote,57124
13086,13086,Full Stack Developer,Junior,0,On-site,59913
13087,13087,Backend Developer,Mid,1,On-site,74527
13088,13088,Frontend Developer,Junior,15,Remote,40140
13089,13089,Cybersecurity Engineer,Mid,1,Hybrid,75658
13090,13090,Data Analyst,Junior,14,On-site,45287
13091,13091,ML Engineer,Senior,13,Hybrid,43352
13092,13092,Data Scientist,Senior,22,Remote,90967
13093,13093,Frontend Developer,Junior,17,Remote,45748
13094,13094,Data Scientist,Principal,11,Remote,134332
13095,13095,Data Scientist,Mid,19,Hybrid,40000
13096,13096,Software Engineer,Senior,12,Remote,112117
13097,13097,Software Engineer,Mid,5,Remote,65793
13098,13098,Backend Developer,Mid,0,Remote,91497
13099,13099,Data Scientist,Junior,6,On-site,76981
13100,13100,Full Stack Developer,Senior,10,Remote,102895
13101,13101,QA Engineer,Mid,8,Hybrid,73576
13102,13102,Software Engineer,Senior,1,Hybrid,101391
13103,13103,Data Scientist,Senior,5,Remote,45657
13104,13104,Cloud Engineer,Lead,8,Hybrid,45669
13105,13105,Software Engineer,Lead,14,Hybrid,141610
13106,13106,Data Analyst,Junior,17,Hybrid,48839
13107,13107,Software Engineer,Mid,9,Hybrid,103878
13108,13108,ML Engineer,Manager,4,On-site,55496
13109,13109,Software Engineer,Senior,0,Hybrid,40000
13110,13110,Frontend Developer,Junior,16,Remote,40000
13111,13111,Data Scientist,Senior,1,Remote,40000
13112,13112,ML Engineer,Mid,14,Hybrid,70239
13113,13113,Frontend Developer,Senior,18,Hybrid,111718
13114,13114,Data Scientist,Lead,0,Remote,97330
13115,13115,Frontend Developer,Lead,14,Remote,112296
13116,13116,Full Stack Developer,Mid,19,Remote,101435
13117,13117,Full Stack Developer,Manager,15,Remote,104276
13118,13118,Product Manager,Senior,2,Hybrid,50003
13119,13119,Software Engineer,Mid,3,Remote,78850
13120,13120,Product Manager,Senior,0,On-site,186743
13121,13121,ML Engineer,Junior,15,Remote,71183
13122,13122,ML Engineer,Junior,12,Remote,53237
13123,13123,Backend Developer,Senior,0,On-site,40000
13124,13124,Product Manager,Junior,7,Remote,40000
13125,13125,Product Manager,Lead,16,Remote,40000
13126,13126,Frontend Developer,Principal,11,Hybrid,170589
13127,13127,ML Engineer,Mid,8,Hybrid,75115
13128,13128,ML Engineer,Principal,5,Remote,129703
13129,13129,Software Engineer,Mid,1,On-site,73902
13130,13130,Software Engineer,Senior,7,Hybrid,89085
13131,13131,DevOps Engineer,Senior,9,Hybrid,135522
13132,13132,Backend Developer,Junior,15,Hybrid,63049
13133,13133,Data Scientist,Junior,17,Hybrid,56341
13134,13134,ML Engineer,Junior,9,Remote,73436
13135,13135,DevOps Engineer,Senior,14,Hybrid,100612
13136,13136,Data Scientist,Senior,5,Remote,121292
13137,13137,Software Engineer,Mid,0,Remote,74905
13138,13138,DevOps Engineer,Senior,11,On-site,40000
13139,13139,DevOps Engineer,Principal,12,Hybrid,97765
13140,13140,ML Engineer,Manager,10,Hybrid,148947
13141,13141,Backend Developer,Senior,1,Hybrid,40000
13142,13142,Software Engineer,Mid,24,Hybrid,40000
13143,13143,Software Engineer,Manager,12,Hybrid,150737
13144,13144,Data Analyst,Junior,7,Remote,40000
13145,13145,DevOps Engineer,Senior,1,Hybrid,146413
13146,13146,Frontend Developer,Lead,16,Remote,159077
13147,13147,Software Engineer,Mid,0,On-site,76236
13148,13148,Frontend Developer,Principal,25,Hybrid,118179
13149,13149,Software Engineer,Senior,4,Hybrid,127764
13150,13150,ML Engineer,Senior,20,Hybrid,156533
13151,13151,Software Engineer,Senior,8,Hybrid,64507
13152,13152,Data Scientist,Lead,18,Hybrid,110069
13153,13153,Frontend Developer,Lead,3,On-site,109599
13154,13154,Data Scientist,Mid,9,Hybrid,64271
13155,13155,Full Stack Developer,Mid,15,Remote,110206
13156,13156,Product Manager,Mid,12,Hybrid,40000
13157,13157,Product Manager,Senior,19,Remote,145666
13158,13158,ML Engineer,Junior,4,On-site,60586
13159,13159,Backend Developer,Senior,10,Hybrid,40000
13160,13160,DevOps Engineer,Lead,20,Hybrid,45883
13161,13161,Software Engineer,Lead,6,Hybrid,101192
13162,13162,ML Engineer,Junior,15,Hybrid,46422
13163,13163,Software Engineer,Mid,6,Hybrid,77240
13164,13164,Product Manager,Junior,7,Remote,58810
13165,13165,Full Stack Developer,Mid,9,On-site,54813
13166,13166,Data Scientist,Mid,4,On-site,77648
13167,13167,Software Engineer,Mid,6,Hybrid,51935
13168,13168,Product Manager,Senior,5,Hybrid,94049
13169,13169,Backend Developer,Lead,9,Remote,40523
13170,13170,Backend Developer,Mid,21,Hybrid,69437
13171,13171,Product Manager,Manager,13,Hybrid,172706
13172,13172,Data Scientist,Senior,13,Remote,45529
13173,13173,Software Engineer,Lead,5,Hybrid,45423
13174,13174,Software Engineer,Senior,3,Remote,40000
13175,13175,ML Engineer,Junior,22,Hybrid,75111
13176,13176,Product Manager,Lead,2,On-site,85684
13177,13177,Frontend Developer,Lead,10,Remote,40000
13178,13178,Cybersecurity Engineer,Junior,11,On-site,42865
13179,13179,Full Stack Developer,Senior,8,Remote,116004
13180,13180,Data Scientist,Lead,1,On-site,129006
13181,13181,Data Scientist,Mid,5,On-site,72282
13182,13182,Product Manager,Manager,6,On-site,130784
13183,13183,Data Scientist,Mid,3,On-site,108451
13184,13184,ML Engineer,Principal,19,Remote,148876
13185,13185,Data Scientist,Junior,9,Remote,40000
13186,13186,Cybersecurity Engineer,Mid,7,Remote,85468
13187,13187,Product Manager,Senior,4,Remote,111258
13188,13188,ML Engineer,Manager,15,Remote,202162
13189,13189,Software Engineer,Mid,6,Remote,89655
13190,13190,Product Manager,Principal,16,Remote,141407
13191,13191,Backend Developer,Lead,0,On-site,96029
13192,13192,Product Manager,Senior,17,Remote,101845
13193,13193,Data Scientist,Senior,7,Remote,97273
13194,13194,ML Engineer,Mid,10,Hybrid,40000
13195,13195,Cybersecurity Engineer,Lead,3,Remote,125146
13196,13196,Product Manager,Junior,0,Remote,65894
13197,13197,Software Engineer,Senior,0,Remote,132473
13198,13198,DevOps Engineer,Junior,6,On-site,78055
13199,13199,ML Engineer,Lead,12,Hybrid,193500
13200,13200,Software Engineer,Mid,3,Remote,40000
13201,13201,Backend Developer,Mid,0,Remote,61973
13202,13202,ML Engineer,Senior,3,On-site,90783
13203,13203,Data Scientist,Senior,7,Hybrid,167896
13204,13204,Frontend Developer,Principal,8,On-site,149806
13205,13205,Data Scientist,Principal,6,Hybrid,50709
13206,13206,Software Engineer,Junior,18,Remote,40000
13207,13207,Cloud Engineer,Manager,16,Remote,162595
13208,13208,Software Engineer,Senior,20,Hybrid,40000
13209,13209,Software Engineer,Senior,0,Remote,87650
13210,13210,Product Manager,Manager,4,Hybrid,113382
13211,13211,Frontend Developer,Junior,14,Remote,54502
13212,13212,Software Engineer,Manager,7,Remote,175583
13213,13213,DevOps Engineer,Senior,15,Remote,88884
13214,13214,Cybersecurity Engineer,Mid,10,Hybrid,105924
13215,13215,Full Stack Developer,Junior,19,Hybrid,50071
13216,13216,Data Scientist,Mid,19,Hybrid,83673
13217,13217,Data Scientist,Senior,16,Remote,40348
13218,13218,Data Scientist,Senior,7,Hybrid,97058
13219,13219,QA Engineer,Mid,8,Remote,50091
13220,13220,Software Engineer,Mid,5,On-site,40000
13221,13221,Product Manager,Lead,0,Hybrid,161242
13222,13222,Cloud Engineer,Senior,17,Hybrid,40000
13223,13223,Data Scientist,Lead,13,Hybrid,125588
13224,13224,ML Engineer,Mid,6,Remote,111151
13225,13225,Backend Developer,Junior,17,Remote,40000
13226,13226,Product Manager,Mid,4,Remote,106926
13227,13227,Software Engineer,Senior,2,Hybrid,71226
13228,13228,ML Engineer,Lead,15,Hybrid,112853
13229,13229,Backend Developer,Senior,0,Remote,40000
13230,13230,Software Engineer,Lead,7,On-site,135002
13231,13231,Data Analyst,Principal,12,On-site,136320
13232,13232,Data Scientist,Junior,14,On-site,46420
13233,13233,Frontend Developer,Junior,14,On-site,40000
13234,13234,Frontend Developer,Mid,12,Remote,69074
13235,13235,Full Stack Developer,Junior,10,Hybrid,53398
13236,13236,Cloud Engineer,Senior,2,Hybrid,142973
13237,13237,Product Manager,Junior,10,On-site,40000
13238,13238,Backend Developer,Mid,0,Hybrid,41096
13239,13239,Software Engineer,Junior,21,Remote,40332
13240,13240,Software Engineer,Mid,0,On-site,40000
13241,13241,ML Engineer,Senior,5,Hybrid,40000
13242,13242,ML Engineer,Lead,1,On-site,123348
13243,13243,Frontend Developer,Lead,3,On-site,144054
13244,13244,Software Engineer,Manager,7,Hybrid,118919
13245,13245,Cloud Engineer,Mid,5,Remote,40000
13246,13246,DevOps Engineer,Mid,17,Hybrid,40000
13247,13247,Software Engineer,Mid,11,Remote,92266
13248,13248,Data Scientist,Junior,6,Hybrid,40000
13249,13249,ML Engineer,Junior,9,Hybrid,40000
13250,13250,Frontend Developer,Senior,19,Hybrid,98291
13251,13251,Data Scientist,Mid,15,Remote,68528
13252,13252,Data Scientist,Senior,0,On-site,40000
13253,13253,Software Engineer,Lead,3,Remote,40000
13254,13254,Cloud Engineer,Senior,13,On-site,40000
13255,13255,DevOps Engineer,Mid,13,On-site,82659
13256,13256,Cloud Engineer,Junior,2,Hybrid,40000
13257,13257,Data Scientist,Mid,15,On-site,74740
13258,13258,Frontend Developer,Junior,4,On-site,40000
13259,13259,ML Engineer,Lead,18,Hybrid,159619
13260,13260,QA Engineer,Junior,14,Remote,40000
13261,13261,Software Engineer,Junior,0,On-site,40000
13262,13262,Cloud Engineer,Manager,3,On-site,166792
13263,13263,Full Stack Developer,Mid,8,Hybrid,102816
13264,13264,ML Engineer,Senior,12,On-site,123656
13265,13265,Product Manager,Lead,7,On-site,123825
13266,13266,Full Stack Developer,Senior,2,Hybrid,120680
13267,13267,Data Scientist,Lead,5,On-site,42682
13268,13268,ML Engineer,Senior,15,On-site,95791
13269,13269,Full Stack Developer,Mid,13,Hybrid,61700
13270,13270,ML Engineer,Senior,9,Hybrid,40000
13271,13271,Data Scientist,Senior,12,Remote,82034
13272,13272,Software Engineer,Senior,6,Remote,130975
13273,13273,ML Engineer,Junior,9,Hybrid,40000
13274,13274,Product Manager,Senior,25,Hybrid,99107
13275,13275,Product Manager,Manager,21,Hybrid,122262
13276,13276,ML Engineer,Principal,7,Hybrid,131306
13277,13277,ML Engineer,Manager,6,Remote,130391
13278,13278,Backend Developer,Lead,0,Remote,40183
13279,13279,Data Analyst,Junior,17,Remote,40000
13280,13280,Software Engineer,Manager,17,On-site,46803
13281,13281,Backend Developer,Senior,6,Hybrid,86753
13282,13282,DevOps Engineer,Junior,1,Hybrid,40000
13283,13283,Full Stack Developer,Lead,0,Remote,90588
13284,13284,QA Engineer,Manager,14,Remote,124460
13285,13285,Frontend Developer,Mid,5,Hybrid,40000
13286,13286,Frontend Developer,Mid,14,Remote,89320
13287,13287,Backend Developer,Lead,9,Remote,40000
13288,13288,Product Manager,Junior,14,Hybrid,83764
13289,13289,Software Engineer,Senior,14,On-site,131703
13290,13290,Backend Developer,Mid,14,On-site,99203
