employee_id,age,gender
24346,39,Male
24347,25,Male
24348,26,Female
24349,30,Male
24350,38,Male
24351,23,Male
24352,37,Male
24353,31,Male
24354,28,Male
24355,39,Female
24356,25,Male
24357,47,Male
24358,30,Male
24359,32,Female
24360,42,Male
24361,32,Male
24362,39,Female
24363,22,Male
24364,28,Male
24365,34,Female
24366,39,Male
24367,36,Female
24368,36,Male
24369,38,Male
24370,34,Female
24371,22,Male
24372,41,Male
24373,25,Male
24374,33,Male
24375,32,Male
24376,31,Male
24377,23,Male
24378,22,Female
24379,24,Female
24380,37,Female
24381,22,Female
24382,25,Female
24383,34,Male
24384,24,Female
24385,27,Male
24386,32,Male
24387,33,Male
24388,24,Male
24389,32,Male
24390,34,Male
24391,22,Male
24392,33,Male
24393,26,Male
24394,32,Male
24395,36,Male
24396,30,Male
24397,37,Male
24398,37,Male
24399,37,Male
24400,34,Female
24401,39,Male
24402,34,Male
24403,22,Female
24404,25,Male
24405,30,Male
24406,30,Male
24407,34,Male
24408,25,Male
24409,45,Male
24410,30,Non-binary
24411,31,Male
24412,26,Male
24413,24,Female
24414,30,Non-binary
24415,31,Female
24416,30,Male
24417,43,Non-binary
24418,30,Male
24419,30,Female
24420,37,Male
24421,30,Male
24422,35,Male
24423,22,Prefer not to say
24424,22,Male
24425,32,Male
24426,29,Female
24427,25,Male
24428,32,Male
24429,32,Female
24430,26,Male
24431,27,Male
24432,33,Female
24433,24,Male
24434,27,Male
24435,35,Male
24436,31,Female
24437,28,Non-binary
24438,25,Male
24439,24,Male
24440,30,Male
24441,45,Male
24442,35,Male
24443,22,Male
24444,36,Non-binary
24445,26,Female
24446,31,Female
24447,27,Male
24448,45,Female
24449,23,Male
24450,33,Male
24451,26,Female
24452,36,Male
24453,33,Female
24454,40,Male
24455,36,Male
24456,26,Female
24457,51,Male
24458,35,Male
24459,27,Male
24460,32,Male
24461,35,Male
24462,35,Male
24463,34,Male
24464,38,Male
24465,37,Male
24466,25,Male
24467,46,Male
24468,45,Non-binary
24469,37,Female
24470,31,Male
24471,31,Male
24472,29,Male
24473,30,Male
24474,22,Male
24475,42,Male
24476,39,Non-binary
24477,22,Male
24478,37,Female
24479,31,Male
24480,30,Male
24481,34,Male
24482,22,Male
24483,31,Male
24484,32,Female
24485,32,Male
24486,22,Male
24487,34,Female
24488,38,Female
24489,34,Male
24490,29,Female
24491,50,Female
24492,25,Female
24493,36,Male
24494,33,Male
24495,45,Female
24496,34,Male
24497,35,Male
24498,35,Female
24499,24,Male
24500,25,Male
24501,29,Male
24502,38,Male
24503,33,Male
24504,30,Male
24505,41,Male
24506,22,Non-binary
24507,22,Male
24508,22,Female
24509,39,Male
24510,30,Prefer not to say
24511,38,Female
24512,30,Female
24513,38,Male
24514,30,Male
24515,34,Male
24516,33,Male
24517,33,Male
24518,43,Male
24519,22,Male
24520,31,Male
24521,32,Male
24522,31,Male
24523,28,Female
24524,27,Male
24525,42,Female
24526,31,Male
24527,48,Male
24528,35,Female
24529,29,Male
24530,35,Female
24531,32,Male
24532,40,Male
24533,23,Female
24534,22,Female
24535,34,Female
24536,37,Male
24537,33,Male
24538,36,Male
24539,35,Male
24540,22,Male
24541,33,Male
24542,40,Female
24543,32,Female
24544,22,Male
24545,29,Female
24546,35,Male
24547,44,Male
24548,22,Male
24549,34,Non-binary
24550,24,Non-binary
24551,35,Male
24552,35,Female
24553,29,Male
24554,35,Male
24555,39,Male
24556,30,Female
24557,22,Male
24558,41,Male
24559,37,Female
24560,35,Male
24561,26,Female
24562,38,Male
24563,45,Male
24564,30,Male
24565,32,Male
24566,24,Female
24567,26,Female
24568,23,Female
24569,32,Female
24570,29,Female
24571,34,Non-binary
24572,25,Female
24573,30,Male
24574,24,Female
24575,32,Male
24576,22,Male
24577,32,Female
24578,29,Male
24579,32,Male
24580,22,Female
24581,36,Male
24582,29,Male
24583,33,Male
24584,22,Male
24585,22,Male
24586,28,Male
24587,41,Male
24588,35,Female
24589,32,Male
24590,25,Male
24591,23,Female
24592,33,Male
24593,36,Female
24594,32,Male
24595,43,Male
24596,26,Female
24597,32,Male
24598,22,Male
24599,32,Male
24600,41,Male
24601,24,Male
24602,37,Female
24603,41,Male
24604,26,Male
24605,34,Male
24606,42,Male
24607,33,Female
24608,37,Female
24609,22,Female
24610,35,Non-binary
24611,35,Female
24612,22,Male
24613,24,Non-binary
24614,35,Female
24615,29,Male
24616,39,Male
24617,33,Female
24618,31,Female
24619,30,Male
24620,33,Male
24621,37,Female
24622,35,Female
24623,28,Female
24624,40,Male
24625,36,Male
24626,34,Female
24627,32,Male
24628,35,Female
24629,22,Male
24630,33,Male
24631,42,Male
24632,33,Male
24633,32,Male
24634,27,Male
24635,34,Female
24636,30,Female
24637,40,Female
24638,25,Male
24639,28,Female
24640,27,Male
24641,44,Male
24642,30,Male
24643,27,Female
24644,22,Male
24645,25,Female
24646,35,Male
24647,35,Male
24648,26,Male
24649,27,Female
24650,44,Male
24651,50,Male
24652,39,Male
24653,42,Male
24654,43,Prefer not to say
24655,47,Female
24656,29,Male
24657,25,Female
24658,44,Male
24659,24,Male
24660,24,Male
24661,24,Male
24662,30,Non-binary
24663,22,Male
24664,22,Male
24665,27,Male
24666,23,Female
24667,38,Male
24668,31,Male
24669,35,Male
24670,34,Female
24671,30,Male
24672,38,Male
24673,34,Male
24674,29,Female
24675,22,Female
24676,35,Male
24677,22,Male
24678,34,Male
24679,32,Male
24680,22,Female
24681,33,Male
24682,32,Male
24683,32,Male
24684,32,Male
24685,26,Female
24686,35,Female
24687,26,Male
24688,23,Male
24689,36,Female
24690,38,Male
24691,35,Male
24692,30,Male
24693,22,Male
24694,41,Female
24695,22,Male
24696,35,Female
24697,46,Male
24698,32,Male
24699,33,Male
24700,34,Male
24701,32,Male
24702,47,Female
24703,25,Male
24704,24,Female
24705,29,Male
24706,43,Female
24707,27,Male
24708,34,Male
24709,38,Female
24710,36,Female
24711,38,Female
24712,41,Non-binary
24713,33,Male
24714,28,Male
24715,32,Male
24716,29,Male
24717,49,Male
24718,27,Female
24719,34,Male
24720,22,Male
24721,32,Male
24722,29,Non-binary
24723,36,Male
24724,36,Female
24725,41,Male
24726,40,Male
24727,31,Male
24728,24,Male
24729,25,Female
24730,33,Female
24731,32,Male
24732,33,Female
24733,27,Male
24734,41,Male
24735,22,Female
24736,27,Male
24737,23,Male
24738,30,Female
24739,40,Prefer not to say
24740,29,Male
24741,32,Female
24742,36,Male
24743,29,Male
24744,34,Female
24745,33,Male
24746,23,Male
24747,28,Female
24748,33,Female
24749,40,Female
24750,40,Male
24751,46,Female
24752,34,Male
24753,28,Male
24754,31,Male
24755,30,Male
24756,28,Female
24757,34,Male
24758,34,Male
24759,23,Male
24760,39,Female
24761,22,Male
24762,29,Male
24763,39,Male
24764,35,Female
24765,29,Female
24766,45,Male
24767,28,Female
24768,22,Male
24769,34,Female
24770,22,Male
24771,25,Male
24772,35,Female
24773,28,Male
24774,35,Female
24775,23,Male
24776,37,Male
24777,22,Male
24778,40,Female
24779,28,Male
24780,42,Male
24781,25,Male
24782,44,Female
24783,24,Male
24784,22,Male
24785,31,Male
24786,40,Male
24787,37,Male
24788,39,Female
24789,37,Male
24790,25,Male
24791,36,Male
24792,32,Female
24793,26,Male
24794,32,Non-binary
24795,31,Male
24796,41,Male
24797,27,Male
24798,27,Female
24799,26,Non-binary
24800,44,Female
24801,27,Female
24802,40,Male
24803,24,Male
24804,35,Male
24805,33,Male
24806,40,Male
24807,39,Female
24808,32,Male
24809,27,Male
24810,42,Male
24811,27,Male
24812,22,Male
24813,22,Female
24814,22,Male
24815,35,Prefer not to say
24816,47,Male
24817,22,Female
24818,26,Female
24819,32,Male
24820,42,Male
24821,25,Male
24822,35,Female
24823,29,Female
24824,49,Female
24825,32,Male
24826,33,Male
24827,32,Male
24828,28,Female
24829,38,Female
24830,23,Male
24831,22,Prefer not to say
24832,30,Non-binary
24833,37,Male
24834,27,Male
24835,32,Female
24836,22,Female
24837,38,Male
24838,36,Female
24839,31,Male
24840,32,Non-binary
24841,22,Male
24842,22,Male
24843,30,Male
24844,35,Male
24845,35,Female
24846,28,Male
24847,36,Male
24848,41,Female
24849,30,Male
24850,33,Female
24851,30,Male
24852,30,Female
24853,32,Male
24854,43,Male
24855,37,Male
24856,37,Male
24857,28,Male
24858,25,Male
24859,34,Male
24860,40,Male
24861,43,Male
24862,22,Female
24863,48,Prefer not to say
24864,34,Male
24865,37,Male
24866,22,Male
24867,29,Male
24868,37,Male
24869,23,Male
24870,22,Male
24871,33,Male
24872,31,Male
24873,41,Male
24874,30,Male
24875,30,Male
24876,36,Male
24877,38,Male
24878,26,Male
24879,38,Female
24880,27,Male
24881,31,Male
24882,36,Male
24883,37,Female
24884,33,Female
24885,23,Non-binary
24886,22,Male
24887,30,Female
24888,38,Female
24889,34,Male
24890,33,Male
24891,31,Female
24892,33,Male
24893,24,Male
24894,36,Non-binary
24895,37,Male
24896,29,Male
24897,34,Male
24898,22,Female
24899,32,Male
24900,30,Female
24901,40,Female
24902,30,Male
24903,37,Male
24904,28,Female
24905,22,Female
24906,29,Male
24907,32,Male
24908,32,Male
24909,32,Female
24910,27,Female
24911,29,Female
24912,23,Female
24913,22,Non-binary
24914,30,Prefer not to say
24915,26,Male
24916,39,Male
24917,22,Male
24918,33,Male
24919,46,Female
24920,30,Female
24921,31,Male
24922,34,Male
24923,35,Male
24924,28,Male
24925,24,Non-binary
24926,36,Male
24927,22,Male
24928,37,Male
24929,28,Female
24930,31,Male
24931,27,Male
24932,41,Female
24933,33,Male
24934,29,Male
24935,29,Female
24936,30,Female
24937,48,Male
24938,22,Male
24939,39,Female
24940,35,Male
24941,42,Female
24942,35,Female
24943,31,Female
24944,38,Male
24945,33,Non-binary
24946,36,Male
24947,41,Non-binary
24948,32,Female
24949,28,Male
24950,26,Male
24951,34,Male
24952,25,Female
24953,29,Male
24954,24,Male
24955,35,Male
24956,26,Male
24957,22,Male
24958,23,Male
24959,27,Female
24960,28,Male
24961,33,Female
24962,30,Male
24963,34,Female
24964,34,Male
24965,36,Male
24966,22,Male
24967,23,Male
24968,35,Male
24969,32,Male
24970,38,Male
24971,22,Male
24972,28,Male
24973,29,Female
24974,32,Male
24975,31,Male
24976,34,Male
24977,30,Female
24978,41,Male
24979,43,Male
24980,23,Male
24981,31,Male
24982,37,Female
24983,35,Female
24984,28,Male
24985,33,Male
24986,22,Male
24987,31,Male
24988,22,Male
24989,35,Male
24990,23,Female
24991,32,Male
24992,33,Male
24993,32,Male
24994,27,Male
24995,30,Female
24996,39,Female
24997,28,Female
24998,31,Female
24999,27,Female
25000,38,Male
25001,32,Male
25002,26,Male
25003,31,Male
25004,29,Male
25005,41,Male
25006,31,Female
25007,22,Male
25008,34,Female
25009,44,Male
25010,39,Male
25011,23,Male
25012,29,Non-binary
25013,31,Female
25014,31,Female
25015,34,Female
25016,29,Male
25017,25,Male
25018,38,Female
25019,23,Male
25020,25,Male
25021,23,Male
25022,35,Male
25023,32,Male
25024,37,Male
25025,26,Female
25026,22,Male
25027,28,Female
25028,30,Male
25029,32,Female
25030,22,Female
25031,34,Male
25032,25,Female
25033,26,Female
25034,39,Male
25035,22,Male
25036,33,Male
25037,33,Male
25038,25,Female
25039,28,Male
25040,40,Male
25041,45,Female
25042,38,Male
25043,44,Male
25044,26,Female
25045,22,Male
25046,31,Female
25047,37,Male
25048,22,Male
25049,25,Male
25050,25,Non-binary
25051,33,Male
25052,33,Male
25053,26,Male
25054,32,Male
25055,23,Female
25056,28,Male
25057,22,Male
25058,30,Female
25059,25,Male
25060,36,Female
25061,31,Non-binary
25062,29,Male
25063,43,Male
25064,34,Female
25065,28,Female
25066,27,Male
25067,23,Female
25068,31,Male
25069,33,Male
25070,22,Male
25071,22,Male
25072,27,Male
25073,23,Male
25074,31,Male
25075,32,Female
25076,30,Female
25077,35,Male
25078,27,Female
25079,31,Female
25080,24,Male
25081,33,Male
25082,32,Male
25083,23,Female
25084,30,Male
25085,31,Female
25086,33,Male
25087,33,Male
25088,26,Male
25089,36,Male
25090,35,Female
25091,26,Male
25092,23,Female
25093,26,Male
25094,22,Male
25095,32,Female
25096,39,Female
25097,41,Male
25098,23,Non-binary
25099,37,Female
25100,32,Male
25101,22,Male
25102,29,Male
25103,28,Male
25104,39,Male
25105,25,Male
25106,35,Male
25107,30,Male
25108,22,Female
25109,27,Male
25110,42,Male
25111,30,Male
25112,37,Non-binary
25113,37,Female
25114,28,Male
25115,22,Male
25116,23,Male
25117,41,Male
25118,32,Male
25119,22,Male
25120,37,Male
25121,22,Female
25122,25,Male
25123,32,Female
25124,49,Male
25125,37,Male
25126,28,Male
25127,31,Male
25128,37,Male
25129,41,Female
25130,29,Non-binary
25131,29,Male
25132,25,Male
25133,36,Male
25134,38,Female
25135,22,Male
25136,28,Male
25137,23,Female
25138,32,Male
25139,22,Male
25140,22,Female
25141,39,Male
25142,30,Male
25143,31,Male
25144,34,Female
25145,38,Female
25146,28,Male
25147,28,Male
25148,28,Male
25149,39,Male
25150,31,Male
25151,29,Female
25152,34,Female
25153,44,Female
25154,32,Male
25155,29,Male
25156,45,Male
25157,40,Male
25158,39,Male
25159,27,Male
25160,27,Male
25161,22,Male
25162,38,Female
25163,32,Male
25164,22,Female
25165,39,Female
25166,29,Male
25167,30,Male
25168,22,Male
25169,34,Female
25170,35,Male
25171,31,Male
25172,28,Female
25173,49,Male
25174,23,Male
25175,26,Male
25176,36,Non-binary
25177,24,Male
25178,23,Male
25179,39,Male
25180,35,Male
25181,34,Female
25182,32,Male
25183,26,Male
25184,29,Female
25185,30,Male
25186,37,Female
25187,34,Male
25188,25,Female
25189,37,Male
25190,22,Male
25191,29,Female
25192,23,Male
25193,25,Female
25194,44,Female
25195,22,Female
25196,25,Male
25197,35,Male
25198,28,Female
25199,32,Male
25200,41,Male
25201,36,Male
25202,28,Male
25203,30,Male
25204,35,Male
25205,35,Female
25206,31,Male
25207,34,Female
25208,34,Female
25209,30,Male
25210,27,Male
25211,36,Male
25212,33,Male
25213,22,Male
25214,25,Female
25215,28,Male
25216,30,Male
25217,39,Male
25218,53,Male
25219,22,Male
25220,33,Male
25221,31,Male
25222,30,Male
25223,35,Female
25224,32,Male
25225,28,Female
25226,31,Male
25227,35,Female
25228,34,Male
25229,32,Male
25230,27,Male
25231,51,Male
25232,34,Male
25233,36,Male
25234,27,Male
25235,32,Male
25236,32,Female
25237,22,Male
25238,26,Male
25239,26,Male
25240,27,Male
25241,24,Male
25242,31,Female
25243,41,Male
25244,32,Male
25245,23,Male
25246,24,Male
25247,28,Female
25248,22,Non-binary
25249,33,Female
25250,40,Male
25251,27,Male
25252,32,Female
25253,28,Female
25254,27,Male
25255,32,Female
25256,26,Male
25257,25,Male
25258,22,Male
25259,31,Female
25260,38,Male
25261,36,Male
25262,41,Male
25263,26,Male
25264,37,Male
25265,23,Non-binary
25266,36,Male
25267,43,Male
25268,34,Male
25269,43,Female
25270,27,Male
25271,30,Male
25272,25,Male
25273,31,Female
25274,33,Male
25275,31,Male
25276,28,Female
25277,28,Female
25278,33,Male
25279,30,Female
25280,23,Female
25281,22,Male
25282,27,Non-binary
25283,22,Male
25284,25,Male
25285,28,Non-binary
25286,30,Male
25287,26,Female
25288,46,Male
25289,22,Non-binary
25290,39,Female
25291,30,Female
25292,26,Male
25293,35,Male
25294,28,Male
25295,25,Female
25296,44,Male
25297,22,Male
25298,29,Male
25299,32,Male
25300,41,Female
25301,28,Male
25302,50,Male
25303,36,Male
25304,22,Male
25305,22,Male
25306,33,Female
25307,23,Male
25308,35,Female
25309,28,Prefer not to say
25310,23,Female
25311,24,Male
25312,37,Male
25313,22,Female
25314,38,Male
25315,39,Male
25316,29,Male
25317,22,Male
25318,35,Male
25319,28,Male
25320,22,Female
25321,44,Male
25322,25,Male
25323,22,Male
25324,33,Female
25325,31,Female
25326,41,Female
25327,28,Male
25328,28,Male
25329,33,Female
25330,32,Male
25331,33,Male
25332,33,Male
25333,32,Male
25334,28,Male
25335,37,Female
25336,28,Female
25337,37,Female
25338,41,Female
25339,26,Non-binary
25340,48,Male
25341,26,Male
25342,26,Male
25343,35,Male
25344,34,Female
25345,32,Male
25346,37,Male
25347,33,Female
25348,45,Male
25349,31,Male
25350,25,Female
25351,27,Male
25352,34,Female
25353,34,Female
25354,32,Male
25355,25,Female
25356,39,Female
25357,45,Male
25358,31,Male
25359,44,Male
25360,37,Male
25361,47,Male
25362,34,Male
25363,32,Male
25364,37,Male
25365,28,Male
25366,34,Male
25367,40,Male
25368,37,Male
25369,31,Male
25370,32,Male
25371,36,Male
25372,36,Male
25373,36,Male
25374,33,Male
25375,25,Male
25376,26,Female
25377,34,Male
25378,37,Non-binary
25379,36,Female
25380,26,Male
25381,30,Male
25382,23,Male
25383,22,Male
25384,32,Female
25385,41,Male
25386,32,Male
25387,44,Male
25388,30,Male
25389,31,Male
25390,24,Non-binary
25391,29,Male
25392,23,Male
25393,22,Female
25394,23,Female
25395,32,Male
25396,26,Female
25397,28,Male
25398,34,Male
25399,22,Male
25400,32,Male
25401,37,Female
25402,38,Female
25403,35,Female
25404,31,Male
25405,27,Male
25406,30,Male
25407,43,Male
25408,33,Male
25409,30,Male
25410,35,Male
25411,31,Male
25412,33,Male
25413,29,Male
25414,28,Female
25415,38,Male
25416,22,Male
25417,34,Male
25418,28,Non-binary
25419,22,Male
25420,24,Male
25421,31,Female
25422,32,Male
25423,36,Male
25424,37,Male
25425,22,Male
25426,34,Male
25427,36,Male
25428,33,Male
25429,35,Male
25430,22,Male
25431,24,Male
25432,41,Male
25433,29,Female
25434,47,Female
25435,22,Female
25436,42,Male
25437,27,Male
25438,37,Male
25439,29,Male
25440,32,Female
25441,35,Male
25442,27,Male
25443,37,Female
25444,29,Female
25445,32,Female
25446,22,Female
25447,29,Female
25448,40,Female
25449,36,Male
25450,37,Female
25451,31,Female
25452,43,Male
25453,33,Male
25454,26,Male
25455,37,Male
25456,37,Male
25457,35,Female
25458,28,Male
25459,33,Male
25460,41,Female
25461,34,Male
25462,22,Male
25463,27,Male
25464,26,Male
25465,26,Male
25466,22,Female
25467,44,Male
25468,25,Male
25469,25,Female
25470,22,Male
25471,37,Male
25472,30,Male
25473,29,Male
25474,29,Male
25475,35,Male
25476,28,Female
25477,22,Male
25478,22,Female
25479,22,Male
25480,33,Male
25481,38,Male
25482,41,Male
25483,22,Male
25484,35,Non-binary
25485,27,Female
25486,51,Male
25487,41,Female
25488,43,Male
25489,37,Male
25490,34,Male
25491,28,Male
25492,27,Male
25493,25,Male
25494,35,Male
25495,42,Female
25496,29,Male
25497,26,Female
25498,22,Male
25499,33,Male
25500,40,Female
25501,40,Female
25502,41,Female
25503,34,Female
25504,32,Male
25505,40,Female
25506,23,Female
25507,28,Female
25508,43,Prefer not to say
25509,23,Non-binary
25510,31,Male
25511,35,Female
25512,32,Male
25513,39,Male
25514,42,Female
25515,34,Male
25516,41,Male
25517,24,Male
25518,30,Male
25519,48,Male
25520,45,Male
25521,22,Male
25522,31,Female
25523,32,Female
25524,34,Female
25525,40,Male
25526,44,Female
25527,31,Male
25528,39,Male
25529,36,Male
25530,31,Male
25531,22,Male
25532,38,Male
25533,35,Male
25534,34,Male
25535,24,Male
25536,45,Male
25537,32,Male
25538,23,Non-binary
25539,22,Male
25540,36,Male
25541,36,Male
25542,28,Male
25543,34,Female
25544,36,Male
25545,32,Male
25546,26,Male
25547,38,Male
25548,37,Male
25549,35,Male
25550,25,Female
25551,22,Male
25552,32,Male
25553,38,Female
25554,38,Male
25555,35,Male
25556,28,Male
25557,25,Female
25558,31,Male
25559,31,Male
25560,39,Male
25561,28,Female
25562,28,Male
25563,45,Female
25564,42,Female
25565,25,Non-binary
25566,41,Male
25567,23,Female
25568,28,Female
25569,29,Female
25570,30,Male
25571,35,Male
25572,32,Male
25573,35,Male
25574,28,Female
25575,34,Male
25576,32,Non-binary
25577,22,Female
25578,34,Male
25579,32,Female
25580,26,Male
25581,28,Male
25582,28,Male
25583,29,Female
25584,43,Male
25585,46,Female
25586,22,Male
25587,34,Male
25588,38,Male
25589,29,Female
25590,37,Non-binary
25591,43,Male
25592,22,Male
25593,32,Male
25594,45,Male
25595,22,Female
25596,30,Female
25597,28,Male
25598,38,Male
25599,39,Male
25600,32,Male
25601,31,Male
25602,22,Male
25603,41,Male
25604,29,Female
25605,30,Non-binary
25606,38,Male
25607,32,Male
25608,38,Female
25609,35,Male
25610,32,Male
25611,33,Female
25612,23,Male
25613,30,Male
25614,39,Female
25615,25,Female
25616,26,Female
25617,25,Male
25618,32,Male
25619,41,Male
25620,35,Male
25621,22,Male
25622,36,Female
25623,28,Male
25624,35,Male
25625,30,Female
25626,25,Female
25627,30,Female
25628,28,Female
25629,33,Male
25630,25,Male
25631,23,Male
25632,36,Male
25633,39,Female
25634,35,Female
25635,26,Male
25636,26,Male
25637,26,Male
25638,37,Male
25639,25,Male
25640,37,Female
25641,35,Non-binary
25642,40,Male
25643,38,Female
25644,35,Male
25645,22,Male
25646,35,Male
25647,32,Female
25648,28,Male
25649,41,Female
25650,30,Female
25651,27,Male
25652,39,Female
25653,28,Male
25654,27,Male
25655,23,Male
25656,25,Male
25657,26,Male
25658,35,Female
25659,24,Male
25660,22,Male
25661,33,Female
25662,27,Male
25663,31,Male
25664,40,Female
25665,32,Female
25666,42,Male
25667,31,Male
25668,38,Male
25669,27,Female
25670,32,Male
25671,24,Female
25672,25,Female
25673,29,Female
25674,22,Male
25675,32,Male
25676,29,Male
25677,33,Male
25678,22,Female
25679,36,Male
25680,43,Female
25681,41,Male
25682,44,Non-binary
25683,31,Male
25684,29,Male
25685,34,Male
25686,29,Male
25687,22,Male
25688,37,Male
25689,29,Male
25690,22,Male
25691,27,Male
25692,30,Male
25693,31,Female
25694,31,Male
25695,41,Female
25696,22,Male
25697,30,Male
25698,25,Male
25699,40,Female
25700,27,Male
25701,29,Non-binary
25702,38,Male
25703,40,Male
25704,41,Male
25705,22,Male
25706,34,Male
25707,33,Female
25708,31,Male
25709,31,Male
25710,40,Male
25711,38,Male
25712,37,Female
25713,32,Male
25714,47,Female
25715,28,Male
25716,22,Female
25717,29,Male
25718,31,Male
25719,40,Female
25720,27,Male
25721,34,Female
25722,22,Male
25723,39,Male
25724,31,Male
25725,29,Male
25726,46,Male
25727,38,Male
25728,24,Male
25729,30,Male
25730,50,Male
25731,45,Female
25732,37,Female
25733,22,Male
25734,40,Female
25735,27,Male
25736,40,Male
25737,26,Male
25738,34,Male
25739,27,Male
25740,28,Female
25741,35,Male
25742,22,Male
25743,48,Female
25744,24,Female
25745,23,Male
25746,35,Male
25747,40,Female
25748,29,Female
25749,23,Female
25750,25,Female
25751,24,Male
25752,33,Male
25753,31,Male
25754,34,Male
25755,34,Male
25756,37,Male
25757,28,Male
25758,26,Male
25759,32,Non-binary
25760,31,Male
25761,33,Female
25762,26,Male
25763,35,Male
25764,23,Female
25765,28,Male
25766,39,Male
25767,23,Male
25768,38,Male
25769,22,Non-binary
25770,22,Male
25771,22,Male
25772,32,Female
25773,36,Female
25774,40,Male
25775,39,Female
25776,37,Male
25777,25,Male
25778,25,Male
25779,37,Female
25780,41,Male
25781,24,Male
25782,40,Non-binary
25783,22,Male
25784,34,Male
25785,30,Male
25786,30,Male
25787,31,Male
25788,25,Female
25789,34,Female
25790,31,Male
25791,38,Male
25792,42,Female
25793,32,Female
25794,25,Female
25795,23,Non-binary
25796,43,Male
25797,42,Male
25798,37,Male
25799,31,Female
25800,37,Male
25801,40,Female
25802,27,Female
25803,31,Male
25804,23,Male
25805,30,Female
25806,42,Male
25807,39,Male
25808,32,Male
25809,22,Male
25810,26,Male
25811,32,Male
25812,29,Male
25813,31,Male
25814,33,Non-binary
25815,27,Male
25816,31,Male
25817,30,Male
25818,26,Non-binary
25819,44,Male
25820,28,Male
25821,22,Female
25822,43,Male
25823,25,Female
25824,37,Male
25825,26,Male
25826,35,Male
25827,31,Male
25828,38,Non-binary
25829,30,Female
25830,26,Male
25831,33,Male
25832,28,Male
25833,22,Male
25834,27,Non-binary
25835,51,Male
25836,22,Female
25837,33,Male
25838,29,Male
25839,44,Male
25840,23,Male
25841,32,Male
25842,36,Male
25843,30,Male
25844,26,Male
25845,31,Male
25846,29,Male
25847,29,Male
25848,38,Male
25849,34,Male
25850,35,Male
25851,33,Male
25852,38,Male
25853,40,Female
25854,29,Female
25855,37,Male
25856,22,Female
25857,22,Male
25858,44,Male
25859,29,Male
25860,33,Non-binary
25861,22,Male
25862,22,Male
25863,26,Female
25864,36,Male
25865,27,Male
25866,29,Male
25867,26,Female
25868,39,Male
25869,37,Male
25870,28,Male
25871,36,Male
25872,29,Female
25873,29,Male
25874,31,Male
25875,36,Male
25876,25,Female
25877,35,Male
25878,48,Female
25879,32,Male
25880,31,Male
25881,30,Female
25882,34,Male
25883,22,Male
25884,43,Male
25885,38,Female
25886,26,Male
25887,31,Female
25888,27,Male
25889,33,Female
25890,31,Female
25891,33,Male
25892,24,Female
25893,28,Male
25894,39,Female
25895,27,Prefer not to say
25896,22,Male
25897,30,Male
25898,48,Female
25899,37,Male
25900,27,Female
25901,31,Male
25902,36,Male
25903,22,Male
25904,25,Male
25905,34,Male
25906,42,Male
25907,28,Male
25908,42,Male
25909,26,Female
25910,22,Female
25911,36,Female
25912,35,Male
25913,36,Male
25914,36,Male
25915,32,Female
25916,29,Female
25917,29,Male
25918,28,Male
25919,28,Male
25920,22,Male
25921,22,Female
25922,30,Male
25923,22,Male
25924,22,Female
25925,29,Non-binary
25926,30,Male
25927,29,Male
25928,22,Male
25929,42,Female
25930,22,Male
25931,25,Male
25932,22,Female
25933,40,Male
25934,34,Male
25935,28,Non-binary
25936,27,Female
25937,32,Male
25938,22,Male
25939,34,Female
25940,27,Female
25941,35,Male
25942,34,Female
25943,27,Male
25944,22,Male
25945,29,Male
25946,22,Male
25947,32,Male
25948,29,Male
25949,27,Male
25950,22,Female
25951,39,Male
25952,28,Male
25953,47,Female
25954,31,Male
25955,33,Male
25956,31,Male
25957,33,Male
25958,39,Male
25959,39,Male
25960,22,Male
25961,37,Male
25962,34,Male
25963,31,Female
25964,43,Female
25965,43,Non-binary
25966,37,Male
25967,27,Male
25968,23,Male
25969,36,Male
25970,41,Male
25971,22,Female
25972,39,Male
25973,29,Male
25974,22,Male
25975,34,Female
25976,37,Male
25977,29,Male
25978,24,Male
25979,43,Male
25980,26,Male
25981,39,Male
25982,22,Male
25983,34,Male
25984,34,Male
25985,37,Male
25986,41,Female
25987,25,Non-binary
25988,35,Female
25989,22,Male
25990,22,Male
25991,27,Male
25992,34,Male
25993,43,Male
25994,44,Male
25995,29,Male
25996,33,Female
25997,38,Male
25998,36,Female
25999,30,Male
26000,32,Male
26001,30,Male
26002,30,Female
26003,29,Female
26004,30,Non-binary
26005,28,Female
26006,23,Female
26007,37,Female
26008,35,Male
26009,44,Male
26010,34,Male
26011,28,Female
26012,27,Male
26013,31,Female
26014,35,Male
26015,29,Male
26016,22,Female
26017,26,Male
26018,31,Female
26019,36,Male
26020,22,Male
26021,33,Male
26022,33,Male
26023,28,Male
26024,27,Non-binary
26025,26,Male
26026,32,Male
26027,39,Female
26028,39,Male
26029,23,Male
26030,30,Male
26031,22,Male
26032,32,Female
26033,35,Female
26034,42,Male
26035,22,Male
26036,23,Female
26037,32,Male
26038,22,Male
26039,32,Male
26040,35,Male
26041,22,Female
26042,32,Female
26043,23,Male
26044,41,Male
26045,32,Male
26046,27,Male
26047,22,Female
26048,34,Female
26049,41,Female
26050,26,Male
26051,28,Male
26052,26,Prefer not to say
26053,42,Male
26054,22,Male
26055,40,Male
26056,28,Male
26057,30,Male
26058,29,Male
26059,33,Female
26060,26,Male
26061,38,Male
